,icd9cm,icd10,description,flags,approximate,no_map,combination,scenario,choice_list
394,09040,A5040,"Late congenital neurosyphilis, unspecified",10000,1,0,0,0,0
395,09042,A5041,Late congenital syphilitic meningitis,10000,1,0,0,0,0
396,09041,A5042,Late congenital syphilitic encephalitis,10000,1,0,0,0,0
397,09040,A5043,Late congenital syphilitic polyneuropathy,10000,1,0,0,0,0
398,0905,A5044,Late congenital syphilitic optic nerve atrophy,10000,1,0,0,0,0
399,09040,A5045,Juvenile general paresis,10000,1,0,0,0,0
400,09049,A5049,Other late congenital neurosyphilis,10000,1,0,0,0,0
401,0905,A5051,Clutton's joints,10000,1,0,0,0,0
402,0905,A5052,Hutchinson's teeth,10000,1,0,0,0,0
403,0905,A5053,Hutchinson's triad,10000,1,0,0,0,0
404,0905,A5054,Late congenital cardiovascular syphilis,10000,1,0,0,0,0
405,0905,A5055,Late congenital syphilitic arthropathy,10000,1,0,0,0,0
406,0905,A5056,Late congenital syphilitic osteochondropathy,10000,1,0,0,0,0
407,0905,A5057,Syphilitic saddle nose,10000,1,0,0,0,0
408,0905,A5059,"Other late congenital syphilis, symptomatic",10000,1,0,0,0,0
409,0906,A506,"Late congenital syphilis, latent",0,0,0,0,0,0
410,0907,A507,"Late congenital syphilis, unspecified",0,0,0,0,0,0
411,0909,A509,"Congenital syphilis, unspecified",0,0,0,0,0,0
412,0910,A510,Primary genital syphilis,0,0,0,0,0,0
413,0911,A511,Primary anal syphilis,0,0,0,0,0,0
414,0912,A512,Primary syphilis of other sites,0,0,0,0,0,0
415,0913,A5131,Condyloma latum,10000,1,0,0,0,0
416,09182,A5132,Syphilitic alopecia,0,0,0,0,0,0
417,0913,A5139,Other secondary syphilis of skin,10000,1,0,0,0,0
418,09181,A5141,Secondary syphilitic meningitis,10000,1,0,0,0,0
419,09189,A5142,Secondary syphilitic female pelvic disease,10000,1,0,0,0,0
420,09150,A5143,Secondary syphilitic oculopathy,10000,1,0,0,0,0
421,09151,A5143,Secondary syphilitic oculopathy,10000,1,0,0,0,0
422,09152,A5143,Secondary syphilitic oculopathy,10000,1,0,0,0,0
423,09189,A5144,Secondary syphilitic nephritis,10000,1,0,0,0,0
424,09162,A5145,Secondary syphilitic hepatitis,0,0,0,0,0,0
425,09161,A5146,Secondary syphilitic osteopathy,10000,1,0,0,0,0
426,0914,A5149,Other secondary syphilitic conditions,10000,1,0,0,0,0
427,09169,A5149,Other secondary syphilitic conditions,10000,1,0,0,0,0
428,0917,A5149,Other secondary syphilitic conditions,10000,1,0,0,0,0
429,09189,A5149,Other secondary syphilitic conditions,10000,1,0,0,0,0
430,0920,A515,"Early syphilis, latent",10000,1,0,0,0,0
431,0929,A515,"Early syphilis, latent",10000,1,0,0,0,0
432,0929,A519,"Early syphilis, unspecified",10000,1,0,0,0,0
433,0939,A5200,"Cardiovascular syphilis, unspecified",0,0,0,0,0,0
434,0930,A5201,Syphilitic aneurysm of aorta,0,0,0,0,0,0
435,0931,A5202,Syphilitic aortitis,0,0,0,0,0,0
436,09320,A5203,Syphilitic endocarditis,10000,1,0,0,0,0
437,09321,A5203,Syphilitic endocarditis,10000,1,0,0,0,0
438,09322,A5203,Syphilitic endocarditis,10000,1,0,0,0,0
439,09323,A5203,Syphilitic endocarditis,10000,1,0,0,0,0
440,09324,A5203,Syphilitic endocarditis,10000,1,0,0,0,0
441,09389,A5204,Syphilitic cerebral arteritis,10000,1,0,0,0,0
442,09389,A5205,Other cerebrovascular syphilis,10000,1,0,0,0,0
443,09381,A5206,Other syphilitic heart involvement,10000,1,0,0,0,0
444,09382,A5206,Other syphilitic heart involvement,10000,1,0,0,0,0
445,09389,A5209,Other cardiovascular syphilis,10000,1,0,0,0,0
446,0949,A5210,"Symptomatic neurosyphilis, unspecified",10000,1,0,0,0,0
447,0940,A5211,Tabes dorsalis,10000,1,0,0,0,0
448,09489,A5212,Other cerebrospinal syphilis,10000,1,0,0,0,0
449,0942,A5213,Late syphilitic meningitis,10000,1,0,0,0,0
450,09481,A5214,Late syphilitic encephalitis,10000,1,0,0,0,0
451,09484,A5215,Late syphilitic neuropathy,10000,1,0,0,0,0
452,09485,A5215,Late syphilitic neuropathy,10000,1,0,0,0,0
453,09486,A5215,Late syphilitic neuropathy,10000,1,0,0,0,0
454,09489,A5215,Late syphilitic neuropathy,10111,1,0,1,1,1
455,3574,A5215,Late syphilitic neuropathy,10112,1,0,1,1,2
456,0940,A5216,Charcot's arthropathy (tabetic),10111,1,0,1,1,1
457,7135,A5216,Charcot's arthropathy (tabetic),10112,1,0,1,1,2
458,0941,A5217,General paresis,0,0,0,0,0,0
459,09482,A5219,Other symptomatic neurosyphilis,10000,1,0,0,0,0
460,09483,A5219,Other symptomatic neurosyphilis,10000,1,0,0,0,0
461,09489,A5219,Other symptomatic neurosyphilis,10000,1,0,0,0,0
462,0943,A522,Asymptomatic neurosyphilis,0,0,0,0,0,0
463,0949,A523,"Neurosyphilis, unspecified",10000,1,0,0,0,0
464,0950,A5271,Late syphilitic oculopathy,10000,1,0,0,0,0
465,0951,A5272,Syphilis of lung and bronchus,10000,1,0,0,0,0
466,0958,A5273,Symptomatic late syphilis of other respiratory organs,10000,1,0,0,0,0
467,0952,A5274,Syphilis of liver and other viscera,10000,1,0,0,0,0
468,0953,A5274,Syphilis of liver and other viscera,10000,1,0,0,0,0
469,0954,A5275,Syphilis of kidney and ureter,10000,1,0,0,0,0
470,0958,A5276,Other genitourinary symptomatic late syphilis,10000,1,0,0,0,0
471,0955,A5277,Syphilis of bone and joint,10000,1,0,0,0,0
472,0956,A5278,Syphilis of other musculoskeletal tissue,10000,1,0,0,0,0
473,0957,A5278,Syphilis of other musculoskeletal tissue,10000,1,0,0,0,0
474,0958,A5279,Other symptomatic late syphilis,10000,1,0,0,0,0
475,0959,A5279,Other symptomatic late syphilis,10000,1,0,0,0,0
476,096,A528,"Late syphilis, latent",0,0,0,0,0,0
477,0970,A529,"Late syphilis, unspecified",0,0,0,0,0,0
478,0971,A530,"Latent syphilis, unspecified as early or late",0,0,0,0,0,0
479,0979,A539,"Syphilis, unspecified",0,0,0,0,0,0
480,0980,A5400,"Gonococcal infection of lower genitourinary tract, unspecified",10000,1,0,0,0,0
481,0982,A5400,"Gonococcal infection of lower genitourinary tract, unspecified",10000,1,0,0,0,0
482,09811,A5401,"Gonococcal cystitis and urethritis, unspecified",10000,1,0,0,0,0
483,09831,A5401,"Gonococcal cystitis and urethritis, unspecified",10000,1,0,0,0,0
484,0980,A5402,"Gonococcal vulvovaginitis, unspecified",10000,1,0,0,0,0
485,09815,A5403,"Gonococcal cervicitis, unspecified",10000,1,0,0,0,0
486,09835,A5403,"Gonococcal cervicitis, unspecified",10000,1,0,0,0,0
487,0980,A5409,Other gonococcal infection of lower genitourinary tract,10000,1,0,0,0,0
488,0980,A541,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,10000,1,0,0,0,0
489,09819,A5421,Gonococcal infection of kidney and ureter,10000,1,0,0,0,0
490,09812,A5422,Gonococcal prostatitis,10000,1,0,0,0,0
491,09832,A5422,Gonococcal prostatitis,10000,1,0,0,0,0
492,09813,A5423,Gonococcal infection of other male genital organs,10000,1,0,0,0,0
493,09814,A5423,Gonococcal infection of other male genital organs,10000,1,0,0,0,0
494,09833,A5423,Gonococcal infection of other male genital organs,10000,1,0,0,0,0
495,09834,A5423,Gonococcal infection of other male genital organs,10000,1,0,0,0,0
496,09816,A5424,Gonococcal female pelvic inflammatory disease,10000,1,0,0,0,0
497,09836,A5424,Gonococcal female pelvic inflammatory disease,10000,1,0,0,0,0
498,09819,A5429,Other gonococcal genitourinary infections,10000,1,0,0,0,0
499,09849,A5430,"Gonococcal infection of eye, unspecified",10000,1,0,0,0,0
500,09840,A5431,Gonococcal conjunctivitis,0,0,0,0,0,0
501,09841,A5432,Gonococcal iridocyclitis,0,0,0,0,0,0
502,09843,A5433,Gonococcal keratitis,0,0,0,0,0,0
503,09842,A5439,Other gonococcal eye infection,10000,1,0,0,0,0
504,09849,A5439,Other gonococcal eye infection,10000,1,0,0,0,0
505,09859,A5440,"Gonococcal infection of musculoskeletal system, unspecified",10000,1,0,0,0,0
506,09853,A5441,Gonococcal spondylopathy,0,0,0,0,0,0
507,09850,A5442,Gonococcal arthritis,0,0,0,0,0,0
508,09859,A5443,Gonococcal osteomyelitis,10000,1,0,0,0,0
509,09851,A5449,Gonococcal infection of other musculoskeletal tissue,10000,1,0,0,0,0
510,09852,A5449,Gonococcal infection of other musculoskeletal tissue,10000,1,0,0,0,0
511,0986,A545,Gonococcal pharyngitis,0,0,0,0,0,0
512,0987,A546,Gonococcal infection of anus and rectum,0,0,0,0,0,0
513,09882,A5481,Gonococcal meningitis,0,0,0,0,0,0
514,09889,A5482,Gonococcal brain abscess,10000,1,0,0,0,0
515,09883,A5483,Gonococcal heart infection,10000,1,0,0,0,0
516,09884,A5483,Gonococcal heart infection,10000,1,0,0,0,0
517,09885,A5483,Gonococcal heart infection,10000,1,0,0,0,0
518,09889,A5484,Gonococcal pneumonia,10000,1,0,0,0,0
519,09886,A5485,Gonococcal peritonitis,0,0,0,0,0,0
520,09889,A5486,Gonococcal sepsis,10111,1,0,1,1,1
521,99591,A5486,Gonococcal sepsis,10112,1,0,1,1,2
522,09881,A5489,Other gonococcal infections,10000,1,0,0,0,0
523,09889,A5489,Other gonococcal infections,10000,1,0,0,0,0
524,09889,A549,"Gonococcal infection, unspecified",10000,1,0,0,0,0
525,0991,A55,Chlamydial lymphogranuloma (venereum),0,0,0,0,0,0
526,09953,A5600,"Chlamydial infection of lower genitourinary tract, unspecified",10000,1,0,0,0,0
527,09953,A5601,Chlamydial cystitis and urethritis,10111,1,0,1,1,1
528,5954,A5601,Chlamydial cystitis and urethritis,10112,1,0,1,1,2
529,09953,A5602,Chlamydial vulvovaginitis,10111,1,0,1,1,1
530,61611,A5602,Chlamydial vulvovaginitis,10112,1,0,1,1,2
531,09953,A5609,Other chlamydial infection of lower genitourinary tract,10000,1,0,0,0,0
532,09954,A5611,Chlamydial female pelvic inflammatory disease,10111,1,0,1,1,1
533,6149,A5611,Chlamydial female pelvic inflammatory disease,10112,1,0,1,1,2
534,09954,A5619,Other chlamydial genitourinary infection,10000,1,0,0,0,0
535,09955,A562,"Chlamydial infection of genitourinary tract, unspecified",0,0,0,0,0,0
536,09952,A563,Chlamydial infection of anus and rectum,0,0,0,0,0,0
537,09951,A564,Chlamydial infection of pharynx,0,0,0,0,0,0
538,09959,A568,Sexually transmitted chlamydial infection of other sites,10000,1,0,0,0,0
539,0990,A57,Chancroid,0,0,0,0,0,0
540,0992,A58,Granuloma inguinale,0,0,0,0,0,0
541,13100,A5900,"Urogenital trichomoniasis, unspecified",0,0,0,0,0,0
542,13101,A5901,Trichomonal vulvovaginitis,0,0,0,0,0,0
543,13103,A5902,Trichomonal prostatitis,0,0,0,0,0,0
544,13102,A5903,Trichomonal cystitis and urethritis,10000,1,0,0,0,0
545,13109,A5909,Other urogenital trichomoniasis,0,0,0,0,0,0
546,1318,A598,Trichomoniasis of other sites,0,0,0,0,0,0
547,1319,A599,"Trichomoniasis, unspecified",0,0,0,0,0,0
548,05410,A6000,"Herpesviral infection of urogenital system, unspecified",10000,1,0,0,0,0
549,05413,A6001,Herpesviral infection of penis,0,0,0,0,0,0
550,05419,A6002,Herpesviral infection of other male genital organs,10000,1,0,0,0,0
551,05419,A6003,Herpesviral cervicitis,10000,1,0,0,0,0
552,05411,A6004,Herpesviral vulvovaginitis,10000,1,0,0,0,0
553,05412,A6004,Herpesviral vulvovaginitis,10000,1,0,0,0,0
554,05419,A6009,Herpesviral infection of other urogenital tract,10000,1,0,0,0,0
555,05419,A601,Herpesviral infection of perianal skin and rectum,10000,1,0,0,0,0
556,05410,A609,"Anogenital herpesviral infection, unspecified",10000,1,0,0,0,0
557,07811,A630,Anogenital (venereal) warts,0,0,0,0,0,0
558,0998,A638,Other specified predominantly sexually transmitted diseases,10000,1,0,0,0,0
559,0999,A64,Unspecified sexually transmitted disease,0,0,0,0,0,0
560,1040,A65,Nonvenereal syphilis,0,0,0,0,0,0
561,1020,A660,Initial lesions of yaws,0,0,0,0,0,0
562,1021,A661,Multiple papillomata and wet crab yaws,0,0,0,0,0,0
563,1022,A662,Other early skin lesions of yaws,0,0,0,0,0,0
564,1023,A663,Hyperkeratosis of yaws,0,0,0,0,0,0
565,1024,A664,Gummata and ulcers of yaws,0,0,0,0,0,0
566,1025,A665,Gangosa,0,0,0,0,0,0
567,1026,A666,Bone and joint lesions of yaws,0,0,0,0,0,0
568,1027,A667,Other manifestations of yaws,0,0,0,0,0,0
569,1028,A668,Latent yaws,0,0,0,0,0,0
570,1029,A669,"Yaws, unspecified",0,0,0,0,0,0
571,1030,A670,Primary lesions of pinta,0,0,0,0,0,0
572,1031,A671,Intermediate lesions of pinta,0,0,0,0,0,0
573,1032,A672,Late lesions of pinta,0,0,0,0,0,0
574,1033,A673,Mixed lesions of pinta,0,0,0,0,0,0
575,1039,A679,"Pinta, unspecified",0,0,0,0,0,0
576,0870,A680,Louse-borne relapsing fever,0,0,0,0,0,0
577,0871,A681,Tick-borne relapsing fever,0,0,0,0,0,0
578,0879,A689,"Relapsing fever, unspecified",0,0,0,0,0,0
579,101,A690,Necrotizing ulcerative stomatitis,10000,1,0,0,0,0
580,5281,A690,Necrotizing ulcerative stomatitis,10000,1,0,0,0,0
581,101,A691,Other Vincent's infections,10000,1,0,0,0,0
582,08881,A6920,"Lyme disease, unspecified",10000,1,0,0,0,0
583,08881,A6921,Meningitis due to Lyme disease,10000,1,0,0,0,0
584,08881,A6922,Other neurologic disorders in Lyme disease,10000,1,0,0,0,0
585,08881,A6923,Arthritis due to Lyme disease,10000,1,0,0,0,0
586,08881,A6929,Other conditions associated with Lyme disease,10000,1,0,0,0,0
587,1048,A698,Other specified spirochetal infections,0,0,0,0,0,0
588,1049,A699,"Spirochetal infection, unspecified",0,0,0,0,0,0
589,0739,A70,Chlamydia psittaci infections,10000,1,0,0,0,0
590,0760,A710,Initial stage of trachoma,0,0,0,0,0,0
591,0761,A711,Active stage of trachoma,0,0,0,0,0,0
592,0769,A719,"Trachoma, unspecified",0,0,0,0,0,0
593,0770,A740,Chlamydial conjunctivitis,10000,1,0,0,0,0
594,07798,A740,Chlamydial conjunctivitis,10000,1,0,0,0,0
595,07988,A7481,Chlamydial peritonitis,10000,1,0,0,0,0
596,07888,A7489,Other chlamydial diseases,10000,1,0,0,0,0
597,07998,A749,"Chlamydial infection, unspecified",10000,1,0,0,0,0
598,080,A750,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,0,0,0,0,0,0
599,0811,A751,Recrudescent typhus [Brill's disease],0,0,0,0,0,0
600,0810,A752,Typhus fever due to Rickettsia typhi,0,0,0,0,0,0
601,0812,A753,Typhus fever due to Rickettsia tsutsugamushi,0,0,0,0,0,0
602,0819,A759,"Typhus fever, unspecified",0,0,0,0,0,0
603,0820,A770,Spotted fever due to Rickettsia rickettsii,10000,1,0,0,0,0
604,0821,A771,Spotted fever due to Rickettsia conorii,0,0,0,0,0,0
605,0822,A772,Spotted fever due to Rickettsia siberica,0,0,0,0,0,0
606,0823,A773,Spotted fever due to Rickettsia australis,0,0,0,0,0,0
607,08240,A7740,"Ehrlichiosis, unspecified",0,0,0,0,0,0
608,08241,A7741,Ehrlichiosis chaffeensis [E. chaffeensis],0,0,0,0,0,0
609,08249,A7749,Other ehrlichiosis,0,0,0,0,0,0
610,0828,A778,Other spotted fevers,10000,1,0,0,0,0
611,0820,A779,"Spotted fever, unspecified",10000,1,0,0,0,0
612,0830,A78,Q fever,0,0,0,0,0,0
613,0831,A790,Trench fever,0,0,0,0,0,0
614,0832,A791,Rickettsialpox due to Rickettsia akari,10000,1,0,0,0,0
615,0838,A7981,Rickettsiosis due to Ehrlichia sennetsu,10000,1,0,0,0,0
616,0838,A7989,Other specified rickettsioses,10000,1,0,0,0,0
617,0839,A799,"Rickettsiosis, unspecified",10000,1,0,0,0,0
618,04510,A800,"Acute paralytic poliomyelitis, vaccine-associated",10000,1,0,0,0,0
619,04510,A801,"Acute paralytic poliomyelitis, wild virus, imported",10000,1,0,0,0,0
620,04510,A802,"Acute paralytic poliomyelitis, wild virus, indigenous",10000,1,0,0,0,0
621,04510,A8030,"Acute paralytic poliomyelitis, unspecified",10000,1,0,0,0,0
622,04510,A8039,Other acute paralytic poliomyelitis,10000,1,0,0,0,0
623,04520,A804,Acute nonparalytic poliomyelitis,10000,1,0,0,0,0
624,04590,A809,"Acute poliomyelitis, unspecified",10000,1,0,0,0,0
625,04619,A8100,"Creutzfeldt-Jakob disease, unspecified",10000,1,0,0,0,0
626,04611,A8101,Variant Creutzfeldt-Jakob disease,0,0,0,0,0,0
627,04619,A8109,Other Creutzfeldt-Jakob disease,10000,1,0,0,0,0
628,0462,A811,Subacute sclerosing panencephalitis,0,0,0,0,0,0
629,0463,A812,Progressive multifocal leukoencephalopathy,10000,1,0,0,0,0
630,0460,A8181,Kuru,0,0,0,0,0,0
631,04671,A8182,Gerstmann-Straussler-Scheinker syndrome,0,0,0,0,0,0
632,04672,A8183,Fatal familial insomnia,0,0,0,0,0,0
633,04679,A8189,Other atypical virus infections of central nervous system,10000,1,0,0,0,0
634,0468,A8189,Other atypical virus infections of central nervous system,10000,1,0,0,0,0
635,0469,A819,"Atypical virus infection of central nervous system, unspecified",0,0,0,0,0,0
636,071,A820,Sylvatic rabies,10000,1,0,0,0,0
637,071,A821,Urban rabies,10000,1,0,0,0,0
638,071,A829,"Rabies, unspecified",10000,1,0,0,0,0
639,0620,A830,Japanese encephalitis,0,0,0,0,0,0
640,0621,A831,Western equine encephalitis,0,0,0,0,0,0
641,0622,A832,Eastern equine encephalitis,0,0,0,0,0,0
642,0623,A833,St Louis encephalitis,0,0,0,0,0,0
643,0624,A834,Australian encephalitis,0,0,0,0,0,0
644,0625,A835,California encephalitis,0,0,0,0,0,0
645,0628,A836,Rocio virus disease,10000,1,0,0,0,0
646,0628,A838,Other mosquito-borne viral encephalitis,10000,1,0,0,0,0
647,0629,A839,"Mosquito-borne viral encephalitis, unspecified",0,0,0,0,0,0
648,0630,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],0,0,0,0,0,0
649,0632,A841,Central European tick-borne encephalitis,0,0,0,0,0,0
650,0631,A848,Other tick-borne viral encephalitis,10000,1,0,0,0,0
651,0638,A848,Other tick-borne viral encephalitis,10000,1,0,0,0,0
652,0639,A849,"Tick-borne viral encephalitis, unspecified",0,0,0,0,0,0
653,0498,A850,Enteroviral encephalitis,10000,1,0,0,0,0
654,0498,A851,Adenoviral encephalitis,10000,1,0,0,0,0
655,064,A852,"Arthropod-borne viral encephalitis, unspecified",0,0,0,0,0,0
656,0498,A858,Other specified viral encephalitis,10000,1,0,0,0,0
657,0499,A86,Unspecified viral encephalitis,10000,1,0,0,0,0
658,0470,A870,Enteroviral meningitis,10000,1,0,0,0,0
659,0471,A870,Enteroviral meningitis,10000,1,0,0,0,0
660,0478,A870,Enteroviral meningitis,10000,1,0,0,0,0
661,0491,A871,Adenoviral meningitis,0,0,0,0,0,0
662,0490,A872,Lymphocytic choriomeningitis,0,0,0,0,0,0
663,0478,A878,Other viral meningitis,10000,1,0,0,0,0
664,0479,A879,"Viral meningitis, unspecified",10000,1,0,0,0,0
665,048,A880,Enteroviral exanthematous fever [Boston exanthem],10000,1,0,0,0,0
666,07881,A881,Epidemic vertigo,0,0,0,0,0,0
667,0498,A888,Other specified viral infections of central nervous system,10000,1,0,0,0,0
668,0499,A89,Unspecified viral infection of central nervous system,10000,1,0,0,0,0
669,061,A90,Dengue fever [classical dengue],0,0,0,0,0,0
670,0654,A91,Dengue hemorrhagic fever,10000,1,0,0,0,0
671,0654,A920,Chikungunya virus disease,10000,1,0,0,0,0
672,0663,A920,Chikungunya virus disease,10000,1,0,0,0,0
673,0663,A921,O'nyong-nyong fever,10000,1,0,0,0,0
674,0662,A922,Venezuelan equine fever,0,0,0,0,0,0
675,06640,A9230,"West Nile virus infection, unspecified",0,0,0,0,0,0
676,06641,A9231,West Nile virus infection with encephalitis,0,0,0,0,0,0
677,06642,A9232,West Nile virus infection with other neurologic manifestation,0,0,0,0,0,0
678,06649,A9239,West Nile virus infection with other complications,0,0,0,0,0,0
679,0663,A924,Rift Valley fever,10000,1,0,0,0,0
680,0663,A928,Other specified mosquito-borne viral fevers,10000,1,0,0,0,0
681,0669,A929,"Mosquito-borne viral fever, unspecified",10000,1,0,0,0,0
682,0663,A930,Oropouche virus disease,10000,1,0,0,0,0
683,0660,A931,Sandfly fever,0,0,0,0,0,0
684,0661,A932,Colorado tick fever,10000,1,0,0,0,0
685,0668,A938,Other specified arthropod-borne viral fevers,0,0,0,0,0,0
686,0669,A94,Unspecified arthropod-borne viral fever,10000,1,0,0,0,0
687,0600,A950,Sylvatic yellow fever,0,0,0,0,0,0
688,0601,A951,Urban yellow fever,0,0,0,0,0,0
689,0609,A959,"Yellow fever, unspecified",0,0,0,0,0,0
690,0787,A960,Junin hemorrhagic fever,10000,1,0,0,0,0
691,0787,A961,Machupo hemorrhagic fever,10000,1,0,0,0,0
692,07889,A962,Lassa fever,10000,1,0,0,0,0
693,0787,A968,Other arenaviral hemorrhagic fevers,10000,1,0,0,0,0
694,0787,A969,"Arenaviral hemorrhagic fever, unspecified",10000,1,0,0,0,0
695,0650,A980,Crimean-Congo hemorrhagic fever,0,0,0,0,0,0
696,0651,A981,Omsk hemorrhagic fever,0,0,0,0,0,0
697,0652,A982,Kyasanur Forest disease,0,0,0,0,0,0
698,07889,A983,Marburg virus disease,10000,1,0,0,0,0
699,07889,A984,Ebola virus disease,10000,1,0,0,0,0
700,0786,A985,Hemorrhagic fever with renal syndrome,0,0,0,0,0,0
701,0653,A988,Other specified viral hemorrhagic fevers,10000,1,0,0,0,0
702,0659,A99,Unspecified viral hemorrhagic fever,10000,1,0,0,0,0
703,0540,B000,Eczema herpeticum,0,0,0,0,0,0
704,05473,B001,Herpesviral vesicular dermatitis,10000,1,0,0,0,0
705,0542,B002,Herpesviral gingivostomatitis and pharyngotonsillitis,0,0,0,0,0,0
706,05472,B003,Herpesviral meningitis,0,0,0,0,0,0
707,0543,B004,Herpesviral encephalitis,10000,1,0,0,0,0
708,05440,B0050,"Herpesviral ocular disease, unspecified",0,0,0,0,0,0
709,05444,B0051,Herpesviral iridocyclitis,0,0,0,0,0,0
710,05442,B0052,Herpesviral keratitis,10000,1,0,0,0,0
711,05443,B0052,Herpesviral keratitis,10000,1,0,0,0,0
712,05449,B0053,Herpesviral conjunctivitis,10000,1,0,0,0,0
713,05441,B0059,Other herpesviral disease of eye,10000,1,0,0,0,0
714,05449,B0059,Other herpesviral disease of eye,10000,1,0,0,0,0
715,0545,B007,Disseminated herpesviral disease,0,0,0,0,0,0
716,05471,B0081,Herpesviral hepatitis,10000,1,0,0,0,0
717,05474,B0082,Herpes simplex myelitis,0,0,0,0,0,0
718,0546,B0089,Other herpesviral infection,10000,1,0,0,0,0
719,05479,B0089,Other herpesviral infection,10000,1,0,0,0,0
720,0548,B009,"Herpesviral infection, unspecified",10000,1,0,0,0,0
721,0549,B009,"Herpesviral infection, unspecified",10000,1,0,0,0,0
722,0527,B010,Varicella meningitis,10000,1,0,0,0,0
723,0520,B0111,Varicella encephalitis and encephalomyelitis,10000,1,0,0,0,0
724,0522,B0112,Varicella myelitis,0,0,0,0,0,0
725,0521,B012,Varicella pneumonia,0,0,0,0,0,0
