ICD10_3Digits,n_patients_with_dx,sum_f_pos,sum_f_neg,mean_f_pos,mean_f_neg,score_diff,score_ratio,DIAGNOSIS_DESCRIPTION
K68,8489,227,8902,0.001657,0.000765,0.000892,2.164935,Disorders of retroperitoneum
R17,27964,473,29843,0.003452,0.002566,0.000887,1.34563,Unspecified jaundice
E29,16435,361,20415,0.002635,0.001755,0.00088,1.50129,Testicular dysfunction
E84,5067,238,10112,0.001737,0.000869,0.000868,1.998235,Cystic fibrosis
N19,32545,527,34674,0.003847,0.002981,0.000866,1.290368,Unspecified kidney failure
N16,21577,396,23584,0.00289,0.002028,0.000863,1.425557,Renal tubulo-interstitial disorders in diseases classified elsewhere
S51,31637,509,33283,0.003715,0.002861,0.000854,1.298381,Open wound of elbow and forearm
M72,27755,485,31308,0.00354,0.002692,0.000848,1.315205,Fibroblastic disorders
B49,7163,202,7330,0.001474,0.00063,0.000844,2.339666,Unspecified mycosis
F99,3582,157,3656,0.001146,0.000314,0.000832,3.645853,"Mental disorder, not otherwise specified"
Z04,38442,571,38833,0.004168,0.003338,0.000829,1.248367,Encounter for examination and observation for other reasons
A59,10768,243,11031,0.001774,0.000948,0.000825,1.870243,Trichomoniasis
R61,23522,392,23808,0.002861,0.002047,0.000814,1.39788,Generalized hyperhidrosis
K75,23792,456,29266,0.003328,0.002516,0.000812,1.322843,Other inflammatory liver diseases
J21,11014,248,11868,0.00181,0.00102,0.00079,1.774111,Acute bronchiolitis
R23,19977,349,20529,0.002547,0.001765,0.000782,1.443326,Other skin changes
I24,32229,498,33203,0.003635,0.002854,0.00078,1.273383,Other acute ischemic heart diseases
M35,28581,527,35768,0.003847,0.003075,0.000772,1.250901,Other systemic involvement of connective tissue
G72,9319,226,10226,0.00165,0.000879,0.00077,1.87633,Other and unspecified myopathies
T87,10172,247,12082,0.001803,0.001039,0.000764,1.735661,Complications peculiar to reattachment and amputation
T17,19242,335,19645,0.002445,0.001689,0.000756,1.44777,Foreign body in respiratory tract
J12,9977,221,9998,0.001613,0.00086,0.000754,1.876661,"Viral pneumonia, not elsewhere classified"
D75,20506,377,23339,0.002752,0.002006,0.000745,1.371406,Other and unspecified diseases of blood and blood-forming organs
S30,78096,1034,79177,0.007547,0.006807,0.00074,1.108737,"Superficial injury of abdomen, lower back, pelvis and external genitals"
V78,14755,277,14970,0.002022,0.001287,0.000735,1.570959,Bus occupant injured in noncollision transport accident
T88,16783,301,17006,0.002197,0.001462,0.000735,1.502696,"Other complications of surgical and medical care, not elsewhere classified"
R04,68111,1008,77053,0.007357,0.006624,0.000733,1.110652,Hemorrhage from respiratory passages
V09,9618,215,9819,0.001569,0.000844,0.000725,1.858993,Pedestrian injured in other and unspecified transport accidents
G95,16130,311,17969,0.00227,0.001545,0.000725,1.469411,Other and unspecified diseases of spinal cord
K20,78940,1086,83815,0.007927,0.007206,0.000721,1.100057,Oesophagitis
K28,4356,152,4626,0.001109,0.000398,0.000712,2.789613,Gastrojejunal ulcer
F63,2772,135,3298,0.000985,0.000284,0.000702,3.475271,Impulse disorders
S70,71015,947,72233,0.006912,0.00621,0.000702,1.113067,Superficial injury of hip and thigh
O23,33354,518,35905,0.003781,0.003087,0.000694,1.224847,Infections of genitourinary tract in pregnancy
B86,6783,178,7049,0.001299,0.000606,0.000693,2.143872,Scabies
D86,18291,399,25888,0.002912,0.002226,0.000687,1.308523,Sarcoidosis
S41,18769,325,19666,0.002372,0.001691,0.000681,1.403053,Open wound of shoulder and upper arm
Z20,17950,322,19427,0.00235,0.00167,0.00068,1.407204,Contact with and (suspected) exposure to communicable diseases
Z60,8764,197,8928,0.001438,0.000768,0.00067,1.873348,Problems related to social environment
K94,27549,476,32616,0.003474,0.002804,0.00067,1.239034,Complications of artificial openings of the digestive system
B99,8116,189,8373,0.001379,0.00072,0.00066,1.916405,Other and unspecified infectious diseases
T45,73500,1021,79015,0.007452,0.006793,0.000659,1.097042,"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified"
F68,1006,101,973,0.000737,8.4e-05,0.000654,8.812729,Other disorders of adult personality and behavior
R26,119404,1646,132300,0.012014,0.011374,0.00064,1.056275,Abnormalities of gait and mobility
L30,51588,738,55270,0.005387,0.004752,0.000635,1.133637,Other and unspecified dermatitis
Y95,11807,228,12059,0.001664,0.001037,0.000627,1.605204,Nosocomial condition
D89,21739,387,25675,0.002825,0.002207,0.000617,1.279698,"Other disorders involving the immune mechanism, not elsewhere classified"
G44,27917,421,28776,0.003073,0.002474,0.000599,1.242106,Other headache syndromes
Z62,2692,115,2940,0.000839,0.000253,0.000587,3.320901,Problems related to upbringing
T68,6389,157,6518,0.001146,0.00056,0.000586,2.044992,Hypothermia
L84,6592,168,7461,0.001226,0.000641,0.000585,1.911695,Corns and callosities
S32,73761,1098,86482,0.008014,0.007435,0.000579,1.077913,Fracture of lumbar spine and pelvis
K26,27779,426,29476,0.003109,0.002534,0.000575,1.22701,Duodenal ulcer
G24,5648,157,6714,0.001146,0.000577,0.000569,1.985293,Dystonia
D65,8023,171,8023,0.001248,0.00069,0.000558,1.80953,Disseminated intravascular coagulation [defibrination syndrome]
R82,39252,557,40823,0.004065,0.00351,0.000556,1.158396,Other and unspecified abnormal findings in urine
K05,15708,266,16177,0.001942,0.001391,0.000551,1.396016,Gingivitis and periodontal diseases
S03,17309,286,17893,0.002087,0.001538,0.000549,1.357031,Dislocation and sprain of joints and ligaments of head
A60,14451,255,15268,0.001861,0.001313,0.000549,1.417963,Anogenital herpesviral [herpes simplex] infections
R48,5207,138,5421,0.001007,0.000466,0.000541,2.161254,"Dyslexia and other symbolic dysfunctions, not elsewhere classified"
J94,15359,264,16130,0.001927,0.001387,0.00054,1.389557,Other pleural conditions
L73,27495,454,32268,0.003314,0.002774,0.00054,1.194513,Other follicular disorders
M14,4124,131,4875,0.000956,0.000419,0.000537,2.281407,Arthropathies in other diseases classified elsewhere
J04,8596,176,8806,0.001285,0.000757,0.000528,1.696838,Acute laryngitis and tracheitis
K90,16668,306,19904,0.002233,0.001711,0.000522,1.305233,Intestinal malabsorption
J13,2487,100,2453,0.00073,0.000211,0.000519,3.461047,Pneumonia due to Streptococcus pneumoniae
S71,11481,218,12502,0.001591,0.001075,0.000516,1.480416,Open wound of hip and thigh
I74,25892,401,28044,0.002927,0.002411,0.000516,1.213979,Arterial embolism and thrombosis
T71,2504,100,2544,0.00073,0.000219,0.000511,3.337244,Asphyxiation
L27,13887,236,14120,0.001723,0.001214,0.000509,1.419005,Dermatitis due to substances taken internally
K02,122342,1665,135446,0.012153,0.011644,0.000508,1.043651,Dental caries
T44,7993,162,7909,0.001182,0.00068,0.000502,1.739001,"Poisoning by, adverse effect of and underdosing of drugs primarily affecting the autonomic nervous system"
F30,1552,87,1568,0.000635,0.000135,0.0005,4.710609,Manic episode
S81,17743,309,20512,0.002255,0.001763,0.000492,1.278961,Open wound of knee and lower leg
S19,40361,545,40652,0.003978,0.003495,0.000483,1.138208,Other specified and unspecified injuries of neck
E24,3465,113,3989,0.000825,0.000343,0.000482,2.405028,Cushing's syndrome
Y07,5414,130,5521,0.000949,0.000475,0.000474,1.999087,"Perpetrator of assault, maltreatment and neglect"
X99,6848,148,7144,0.00108,0.000614,0.000466,1.758841,Assault by sharp object
E22,18428,300,20096,0.00219,0.001728,0.000462,1.267414,Hyperfunction of pituitary gland
S29,39995,538,40315,0.003927,0.003466,0.000461,1.132981,Other and unspecified injuries of thorax
J14,2163,88,2105,0.000642,0.000181,0.000461,3.549239,Pneumonia due to Hemophilus influenzae
X83,2433,89,2457,0.00065,0.000211,0.000438,3.075317,Intentional self-harm by other specified means
T37,6110,131,6059,0.000956,0.000521,0.000435,1.835594,"Poisoning by, adverse effect of and underdosing of other systemic anti- infectives and antiparasitics"
L93,5440,132,6154,0.000963,0.000529,0.000434,1.821053,Lupus erythematosus
N12,18804,290,19634,0.002117,0.001688,0.000429,1.253996,"Tubulo-interstitial nephritis, not specified as acute or chronic"
M40,12319,212,13058,0.001547,0.001123,0.000425,1.37837,Kyphosis and lordosis
C53,12049,304,20967,0.002219,0.001803,0.000416,1.230961,Malignant neoplasm of cervix uteri
D84,6478,150,7911,0.001095,0.00068,0.000415,1.609779,Other immunodeficiencies
L53,14959,233,15029,0.001701,0.001292,0.000409,1.316232,Other erythematous conditions
G99,5547,122,5778,0.00089,0.000497,0.000394,1.792621,Other disorders of nervous system in diseases classified elsewhere
P27,4095,112,4959,0.000817,0.000426,0.000391,1.917476,Chronic respiratory disease originating in the perinatal period
A53,2072,80,2311,0.000584,0.000199,0.000385,2.938969,Other and unspecified syphilis
P29,6018,124,6055,0.000905,0.000521,0.000385,1.738656,Cardiovascular disorders originating in the perinatal period
L99,11552,191,11752,0.001394,0.00101,0.000384,1.379838,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere
Z18,8873,160,9121,0.001168,0.000784,0.000384,1.489306,Retained foreign body fragments
G71,4485,128,6461,0.000934,0.000555,0.000379,1.681963,Primary disorders of muscles
Z23,158365,1987,164297,0.014503,0.014125,0.000378,1.026775,Encounter for immunization
N10,39342,534,40943,0.003898,0.00352,0.000378,1.107308,Acute pyelonephritis
G03,8712,161,9282,0.001175,0.000798,0.000377,1.472621,Meningitis due to other and unspecified causes
T47,2264,77,2200,0.000562,0.000189,0.000373,2.97148,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the gastrointestinal system"
M34,6974,162,9443,0.001182,0.000812,0.000371,1.456504,Systemic sclerosis [scleroderma]
E41,7416,140,7599,0.001022,0.000653,0.000369,1.564149,Nutritional marasmus
V47,4483,104,4562,0.000759,0.000392,0.000367,1.935459,Car occupant injured in collision with fixed or stationary object
P96,10186,172,10376,0.001255,0.000892,0.000363,1.40736,Other conditions originating in the perinatal period
Z97,16898,256,17537,0.001869,0.001508,0.000361,1.239343,Presence of other devices
N50,28046,412,30844,0.003007,0.002652,0.000355,1.134053,Other and unspecified disorders of male genital organs
R15,13590,222,14717,0.00162,0.001265,0.000355,1.280679,Fecal incontinence
Z28,14038,215,14216,0.001569,0.001222,0.000347,1.284008,Immunization not carried out and underimmunization status
T84,66884,961,77611,0.007014,0.006672,0.000342,1.051253,"Complications of internal orthopedic prosthetic devices, implants and grafts"
D52,2446,76,2476,0.000555,0.000213,0.000342,2.605961,Folate deficiency anemia
T76,5324,111,5485,0.00081,0.000472,0.000339,1.718116,"Adult and child abuse, neglect and other maltreatment, suspected"
T34,836,59,1091,0.000431,9.4e-05,0.000337,4.591237,Frostbite with tissue necrosis
M70,20622,321,23338,0.002343,0.002006,0.000337,1.167746,"Soft tissue disorders related to use, overuse and pressure"
A48,3258,85,3325,0.00062,0.000286,0.000335,2.170365,"Other bacterial diseases, not elsewhere classified"
I99,23774,335,24658,0.002445,0.00212,0.000325,1.153437,Other and unspecified disorders of circulatory system
S14,5825,120,6420,0.000876,0.000552,0.000324,1.586911,Injury of nerves and spinal cord at neck level
A69,4650,106,5230,0.000774,0.00045,0.000324,1.72072,Other spirochetal infections
S24,2360,74,2523,0.00054,0.000217,0.000323,2.490116,Injury of nerves and spinal cord at thorax level
Z75,3137,81,3169,0.000591,0.000272,0.000319,2.170043,Problems related to medical facilities and other health care
T56,1211,57,1222,0.000416,0.000105,0.000311,3.960104,Toxic effect of metals
X31,1473,61,1561,0.000445,0.000134,0.000311,3.317652,Exposure to excessive natural cold
F98,5904,118,6429,0.000861,0.000553,0.000309,1.558278,Other behavioral and emotional disorders with onset usually occurring in childhood and adolescence
A31,4167,107,5503,0.000781,0.000473,0.000308,1.650785,Infection due to other mycobacteria
M12,148647,1951,162118,0.01424,0.013937,0.000303,1.021723,Other and unspecified arthropathy
P04,1743,62,1748,0.000453,0.00015,0.000302,3.011303,Newborn affected by noxious substances transmitted via placenta or breast milk
L88,1052,58,1444,0.000423,0.000124,0.000299,3.410079,Pyoderma gangrenosum
D80,6203,135,7999,0.000985,0.000688,0.000298,1.432863,Immunodeficiency with predominantly antibody defects
I81,6773,134,7961,0.000978,0.000684,0.000294,1.429037,Portal vein thrombosis
N15,8641,152,9534,0.001109,0.00082,0.00029,1.353552,Other renal tubulo-interstitial diseases
K12,21479,304,22482,0.002219,0.001933,0.000286,1.14801,Stomatitis and related lesions
B15,1966,63,2039,0.00046,0.000175,0.000285,2.623179,Acute hepatitis A
S00,56696,727,58437,0.005306,0.005024,0.000282,1.056218,Superficial injury of head
N30,78975,1042,85189,0.007605,0.007324,0.000282,1.038463,Cystitis
P61,6610,117,6664,0.000854,0.000573,0.000281,1.490587,Other perinatal hematological disorders
R46,3379,78,3420,0.000569,0.000294,0.000275,1.936306,Symptoms and signs involving appearance and behavior
A42,3819,83,3860,0.000606,0.000332,0.000274,1.825562,Actinomycosis
F18,304,41,288,0.000299,2.5e-05,0.000274,12.085953,Inhalant related disorders
G37,4188,92,4686,0.000671,0.000403,0.000269,1.666831,Other demyelinating diseases of central nervous system
L01,5861,108,6056,0.000788,0.000521,0.000268,1.514064,Impetigo
B36,4811,94,4927,0.000686,0.000424,0.000263,1.619763,Other superficial mycoses
G07,607,43,643,0.000314,5.5e-05,0.000259,5.677494,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
B16,798,46,908,0.000336,7.8e-05,0.000258,4.30104,Acute hepatitis B
A15,2153,64,2482,0.000467,0.000213,0.000254,2.189189,Respiratory tuberculosis
M27,10590,170,11477,0.001241,0.000987,0.000254,1.257556,Other diseases of jaws
F07,11439,177,12100,0.001292,0.00104,0.000252,1.241923,Personality and behavioral disorders due to known physiological condition
E09,3531,78,3715,0.000569,0.000319,0.00025,1.782549,Drug or chemical induced diabetes mellitus
Y35,1846,56,1859,0.000409,0.00016,0.000249,2.557484,Legal intervention
P74,4292,84,4238,0.000613,0.000364,0.000249,1.682768,Other transitory neonatal electrolyte and metabolic disturbances
K55,36848,496,39228,0.00362,0.003372,0.000248,1.073476,Vascular disorders of intestine
R70,4650,92,4936,0.000671,0.000424,0.000247,1.582409,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity
K13,25385,348,26711,0.00254,0.002296,0.000244,1.106104,Other diseases of lip and oral mucosa
B38,1638,58,2101,0.000423,0.000181,0.000243,2.343725,Coccidioidomycosis
E08,3846,85,4390,0.00062,0.000377,0.000243,1.643843,Diabetes mellitus due to underlying condition
G61,5634,123,7622,0.000898,0.000655,0.000242,1.370069,Inflammatory polyneuropathy
A52,2772,69,3040,0.000504,0.000261,0.000242,1.926997,Late syphilis
L28,2991,71,3226,0.000518,0.000277,0.000241,1.868528,Lichen simplex chronicus and prurigo
D66,2309,74,3504,0.00054,0.000301,0.000239,1.792971,Hereditary factor VIII deficiency
G26,1685,52,1743,0.00038,0.00015,0.00023,2.532854,Extrapyramidal and movement disorders in diseases classified elsewhere
M45,2164,63,2686,0.00046,0.000231,0.000229,1.991314,Ankylosing spondylitis
G98,1569,49,1570,0.000358,0.000135,0.000223,2.649722,"Other disorders of nervous system, not elsewhere classified"
K71,1125,44,1138,0.000321,9.8e-05,0.000223,3.282563,Toxic liver disease
Q45,1997,56,2172,0.000409,0.000187,0.000222,2.188935,Other congenital malformations of digestive system
J47,16919,268,20180,0.001956,0.001735,0.000221,1.12751,Bronchiectasis
R47,73051,944,77620,0.00689,0.006673,0.000217,1.032536,"Speech disturbances, not elsewhere classified"
I46,54338,686,55729,0.005007,0.004791,0.000216,1.045081,Cardiac arrest
W34,7582,129,8507,0.000942,0.000731,0.00021,1.287419,Accidental discharge and malfunction from other and unspecified firearms and guns
H53,75584,972,80104,0.007095,0.006887,0.000208,1.030194,Visual disturbances
H05,7832,128,8463,0.000934,0.000728,0.000207,1.28408,Disorders of orbit
Y82,3276,67,3295,0.000489,0.000283,0.000206,1.726334,Other and unspecified medical devices associated with adverse incidents
S12,17263,280,21386,0.002044,0.001839,0.000205,1.111566,Fracture of cervical vertebra and other parts of neck
K51,34236,564,45531,0.004117,0.003914,0.000202,1.051669,Ulcerative colitis
S21,4956,93,5571,0.000679,0.000479,0.0002,1.417281,Open wound of thorax
E51,2143,54,2274,0.000394,0.000195,0.000199,2.016082,Thiamine deficiency
A09,20044,281,21568,0.002051,0.001854,0.000197,1.106123,"Infectious gastroenteritis and colitis, unspecified"
Q07,6892,130,8760,0.000949,0.000753,0.000196,1.259928,Other congenital malformations of nervous system
P36,5302,89,5286,0.00065,0.000454,0.000195,1.42945,Bacterial sepsis of newborn
D56,5908,109,6997,0.000796,0.000602,0.000194,1.322577,Thalassemia
F95,2426,64,3181,0.000467,0.000273,0.000194,1.708133,Tic disorder
S11,2263,54,2382,0.000394,0.000205,0.000189,1.924673,Open wound of neck
J41,2814,60,2900,0.000438,0.000249,0.000189,1.756542,Simple and mucopurulent chronic bronchitis
N14,2584,56,2568,0.000409,0.000221,0.000188,1.851391,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
P92,5610,92,5653,0.000671,0.000486,0.000186,1.381704,Feeding problems of newborn
D59,6598,129,8801,0.000942,0.000757,0.000185,1.244412,Acquired hemolytic anemia
P28,10107,147,10325,0.001073,0.000888,0.000185,1.208743,Other respiratory conditions originating in the perinatal period
V03,3121,64,3293,0.000467,0.000283,0.000184,1.650037,"Pedestrian injured in collision with car, pick-up truck or van"
B85,1952,49,2030,0.000358,0.000175,0.000183,2.049296,Pediculosis and phthiriasis
A64,3288,65,3409,0.000474,0.000293,0.000181,1.618795,Unspecified sexually transmitted disease
R34,9181,133,9192,0.000971,0.00079,0.000181,1.228424,Anuria and oliguria
W13,5682,94,5898,0.000686,0.000507,0.000179,1.353098,"Fall from, out of or through building or structure"
P39,1450,41,1415,0.000299,0.000122,0.000178,2.459976,Other infections specific to the perinatal period
A54,2875,59,2976,0.000431,0.000256,0.000175,1.683156,Gonococcal infection
B59,1683,45,1805,0.000328,0.000155,0.000173,2.116604,Pneumocystosis
G14,2497,58,2934,0.000423,0.000252,0.000171,1.678314,Postpolio syndrome
D70,35585,507,41060,0.003701,0.00353,0.000171,1.048325,Neutropenia
S10,109733,1341,111875,0.009788,0.009618,0.00017,1.01766,Superficial injury of neck
T74,2447,53,2539,0.000387,0.000218,0.000169,1.772223,"Adult and child abuse, neglect and other maltreatment, confirmed"
D83,1798,52,2456,0.00038,0.000211,0.000168,1.797546,Common variable immunodeficiency
J39,11943,175,12920,0.001277,0.001111,0.000167,1.149959,Other diseases of upper respiratory tract
I01,369,27,355,0.000197,3.1e-05,0.000167,6.456962,Rheumatic fever with heart involvement
S73,9768,154,11161,0.001124,0.00096,0.000165,1.171451,Dislocation and sprain of joint and ligaments of hip
S65,1911,45,1944,0.000328,0.000167,0.000161,1.965263,Injury of blood vessels at wrist and hand level
W05,9021,132,9351,0.000963,0.000804,0.00016,1.198457,"Fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter"
R71,5634,89,5709,0.00065,0.000491,0.000159,1.323537,Abnormality of red blood cells
I15,5151,88,5648,0.000642,0.000486,0.000157,1.3228,Secondary hypertension
P91,1960,47,2170,0.000343,0.000187,0.000156,1.838835,Other disturbances of cerebral status of newborn
F94,444,27,474,0.000197,4.1e-05,0.000156,4.83595,Disorders of social functioning with onset specific to childhood and adolescence
N00,1782,43,1843,0.000314,0.000158,0.000155,1.980831,Acute nephritic syndrome
I05,10103,155,11355,0.001131,0.000976,0.000155,1.158914,Rheumatic mitral valve diseases
B02,31890,446,36065,0.003255,0.003101,0.000155,1.049919,Zoster [herpes zoster]
I86,14582,214,16384,0.001562,0.001409,0.000153,1.108921,Varicose veins of other sites
L51,2032,47,2250,0.000343,0.000193,0.00015,1.773455,Erythema multiforme
G04,3587,69,4114,0.000504,0.000354,0.00015,1.423937,"Encephalitis, myelitis and encephalomyelitis"
X08,3537,66,3876,0.000482,0.000333,0.000149,1.445659,"Exposure to other specified smoke, fire and flames"
Z32,33829,457,37083,0.003336,0.003188,0.000148,1.046281,Encounter for pregnancy test and childbirth and childcare instruction
R55,237740,3130,264043,0.022846,0.0227,0.000146,1.006414,Syncope and collapse
L87,3274,60,3413,0.000438,0.000293,0.000145,1.492521,Transepidermal elimination disorders
N04,6405,118,8354,0.000861,0.000718,0.000143,1.199207,Nephrotic syndrome
R36,3068,58,3262,0.000423,0.00028,0.000143,1.509557,Urethral discharge
A74,3551,63,3697,0.00046,0.000318,0.000142,1.446761,Other diseases caused by chlamydiae
Q79,7366,128,9265,0.000934,0.000797,0.000138,1.172927,"Congenital malformations of musculoskeletal system, not elsewhere classified"
P05,4075,69,4255,0.000504,0.000366,0.000138,1.376751,Disorders of newborn related to slow fetal growth and fetal malnutrition
F64,1278,38,1669,0.000277,0.000143,0.000134,1.932998,Gender identity disorders
M80,4820,79,5149,0.000577,0.000443,0.000134,1.302598,Osteoporosis with current pathological fracture
Q05,4364,94,6417,0.000686,0.000552,0.000134,1.243661,Spina bifida
S88,808,29,903,0.000212,7.8e-05,0.000134,2.726539,Traumatic amputation of lower leg
S37,13998,193,14850,0.001409,0.001277,0.000132,1.103412,Injury of urinary and pelvic organs
S35,1508,36,1525,0.000263,0.000131,0.000132,2.004179,"Injury of blood vessels at abdomen, lower back and pelvis level"
L21,4734,78,5095,0.000569,0.000438,0.000131,1.29974,Seborrheic dermatitis
Q98,547,26,698,0.00019,6e-05,0.00013,3.162407,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified"
P37,1041,30,1031,0.000219,8.9e-05,0.00013,2.470386,Other congenital infectious and parasitic diseases
R77,2990,54,3080,0.000394,0.000265,0.000129,1.488499,Other abnormalities of plasma proteins
Y24,1596,37,1635,0.00027,0.000141,0.000129,1.921268,"Other and unspecified firearm discharge, undetermined intent"
E23,9620,161,12184,0.001175,0.001047,0.000128,1.12187,Hypofunction and other disorders of the pituitary gland
X74,393,22,386,0.000161,3.3e-05,0.000127,4.838708,Intentional self-harm by other and unspecified firearm and gun discharge
G00,1820,40,1915,0.000292,0.000165,0.000127,1.773355,"Bacterial meningitis, not elsewhere classified"
P78,1788,38,1800,0.000277,0.000155,0.000123,1.792319,Other perinatal digestive system disorders
F09,3517,61,3768,0.000445,0.000324,0.000121,1.374437,Unspecified mental disorder due to known physiological condition
H46,2396,50,2833,0.000365,0.000244,0.000121,1.498403,Optic neuritis
C32,8243,170,13028,0.001241,0.00112,0.000121,1.107842,Malignant neoplasm of larynx
B44,1957,44,2327,0.000321,0.0002,0.000121,1.605318,Aspergillosis
P83,2542,47,2597,0.000343,0.000223,0.00012,1.536495,Other conditions of integument specific to newborn
Y33,11902,159,12119,0.001161,0.001042,0.000119,1.113876,"Other specified events, undetermined intent"
X95,7199,108,7800,0.000788,0.000671,0.000118,1.175535,Assault by other and unspecified firearm and gun discharge
O28,4479,75,5012,0.000547,0.000431,0.000117,1.270446,Abnormal findings on antenatal screening of mother
D45,7263,124,9167,0.000905,0.000788,0.000117,1.148421,Polycythemia vera
B45,1034,32,1357,0.000234,0.000117,0.000117,2.002043,Cryptococcosis
F04,445,21,449,0.000153,3.9e-05,0.000115,3.970716,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
Y79,3171,54,3247,0.000394,0.000279,0.000115,1.411942,Orthopedic devices associated with adverse incidents
J70,3506,59,3683,0.000431,0.000317,0.000114,1.360054,Respiratory conditions due to other external agents
J16,1814,37,1842,0.00027,0.000158,0.000112,1.705361,"Pneumonia due to other infectious organisms, not elsewhere classified"
D58,3618,66,4314,0.000482,0.000371,0.000111,1.298882,Other hereditary hemolytic anemias
O45,7694,107,7789,0.000781,0.00067,0.000111,1.166295,Premature separation of placenta [abruptio placentae]
I28,2152,41,2214,0.000299,0.00019,0.000109,1.572212,Other diseases of pulmonary vessels
T33,400,21,539,0.000153,4.6e-05,0.000107,3.307716,Superficial frostbite
F54,1264,31,1382,0.000226,0.000119,0.000107,1.904395,Psychological and behavioral factors associated with disorders or diseases classified elsewhere
M33,2678,59,3792,0.000431,0.000326,0.000105,1.320959,Dermatopolymyositis
Q33,1558,36,1834,0.000263,0.000158,0.000105,1.666508,Congenital malformations of lung
Q76,15581,213,16886,0.001555,0.001452,0.000103,1.070926,Congenital malformations of spine and bony thorax
T59,2543,44,2551,0.000321,0.000219,0.000102,1.464358,"Toxic effect of other gases, fumes and vapors"
R27,26796,352,28704,0.002569,0.002468,0.000102,1.041135,Other lack of coordination
T69,509,20,508,0.000146,4.4e-05,0.000102,3.342438,Other effects of reduced temperature
T75,2581,45,2645,0.000328,0.000227,0.000101,1.444415,Other and unspecified effects of other external causes
K30,35536,446,36689,0.003255,0.003154,0.000101,1.032062,Functional dyspepsia
I79,10042,140,10733,0.001022,0.000923,9.9e-05,1.107423,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
P84,3536,55,3534,0.000401,0.000304,9.8e-05,1.321301,Other problems with newborn
J22,1331,29,1332,0.000212,0.000115,9.7e-05,1.848405,Unspecified acute lower respiratory infection
Y28,424,18,409,0.000131,3.5e-05,9.6e-05,3.736319,"Contact with sharp object, undetermined intent"
Y73,2333,41,2379,0.000299,0.000205,9.5e-05,1.463169,Gastroenterology and urology devices associated with adverse incidents
Q32,3972,68,4678,0.000496,0.000402,9.4e-05,1.234112,Congenital malformations of trachea and bronchus
O25,107,14,95,0.000102,8e-06,9.4e-05,12.51003,"Malnutrition in pregnancy, childbirth and the puerperium"
S15,1092,26,1122,0.00019,9.6e-05,9.3e-05,1.967357,Injury of blood vessels at neck level
M08,3028,69,4785,0.000504,0.000411,9.2e-05,1.224259,Juvenile arthritis
Z46,38695,507,41989,0.003701,0.00361,9.1e-05,1.025131,Encounter for fitting and adjustment of other devices
S26,2017,36,2016,0.000263,0.000173,8.9e-05,1.516061,Injury of heart
K03,4768,69,4835,0.000504,0.000416,8.8e-05,1.211598,Other diseases of hard tissues of teeth
J68,1104,25,1116,0.000182,9.6e-05,8.7e-05,1.901859,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapors"
S25,920,23,958,0.000168,8.2e-05,8.6e-05,2.038281,Injury of blood vessels of thorax
B48,2134,40,2396,0.000292,0.000206,8.6e-05,1.417353,"Other mycoses, not elsewhere classified"
M02,1072,26,1214,0.00019,0.000104,8.5e-05,1.818267,Postinfective and reactive arthropathies
S85,757,21,802,0.000153,6.9e-05,8.4e-05,2.223032,Injury of blood vessels at lower leg level
M26,20139,270,21953,0.001971,0.001887,8.3e-05,1.044183,Dentofacial anomalies [including malocclusion]
G55,433,17,494,0.000124,4.2e-05,8.2e-05,2.921587,Nerve root and plexus compressions in diseases classified elsewhere
I66,4444,66,4659,0.000482,0.000401,8.1e-05,1.2027,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
N49,7875,115,8819,0.000839,0.000758,8.1e-05,1.107095,"Inflammatory disorders of male genital organs, not elsewhere classified"
M01,250,14,254,0.000102,2.2e-05,8e-05,4.679307,Direct infections of joint in infectious and parasitic diseases classified elsewhere
Y00,1798,33,1879,0.000241,0.000162,7.9e-05,1.491048,Assault by blunt object
Z14,2437,42,2644,0.000307,0.000227,7.9e-05,1.348631,Genetic carrier
W57,18480,233,18874,0.001701,0.001623,7.8e-05,1.04809,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
P54,1056,23,1044,0.000168,9e-05,7.8e-05,1.870379,Other neonatal hemorrhages
L95,655,19,725,0.000139,6.2e-05,7.6e-05,2.224927,"Vasculitis limited to skin, not elsewhere classified"
P77,1146,24,1159,0.000175,0.0001,7.6e-05,1.758047,Necrotizing enterocolitis of fetus and newborn
R84,490,16,480,0.000117,4.1e-05,7.6e-05,2.829927,Abnormal findings in specimens from respiratory organs and thorax
I39,163,12,163,8.8e-05,1.4e-05,7.4e-05,6.249852,Endocarditis and heart valve disorders in diseases classified elsewhere
N11,1622,30,1687,0.000219,0.000145,7.4e-05,1.509768,Chronic tubulo-interstitial nephritis
