rank,feature,mean_abs_shap,DIAGNOSIS_DESCRIPTION
1819,G53,0.0,Cranial nerve disorders in diseases classified elsewhere
1820,T55,0.0,Toxic effect of soaps and detergents
1821,L49,0.0,Exfoliation due to erythematous conditions according to extent of body surface involved
1822,V68,0.0,Occupant of heavy transport vehicle injured in noncollision transport accident
1823,S44,0.0,Injury of nerves at shoulder and upper arm level
1824,A23,0.0,Brucellosis
1825,Q34,0.0,Other congenital malformations of respiratory system
1826,D28,0.0,Benign neoplasm of other and unspecified female genital organs
1827,W30,0.0,Contact with agricultural machinery
1828,F65,0.0,Paraphilias
1829,S07,0.0,Crushing injury of head
1830,P90,0.0,Convulsions of newborn
1831,F59,0.0,Unspecified behavioural syndromes associated with physiological disturbances and physical factors
1832,V32,0.0,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle
1833,O46,0.0,"Antepartum hemorrhage, not elsewhere classified"
1834,Q84,0.0,Other congenital malformations of integument
1835,G73,0.0,Disorders of myoneural junction and muscle in diseases classified elsewhere
1836,G64,0.0,Other disorders of peripheral nervous system
1837,B65,0.0,Schistosomiasis [bilharziasis]
1838,L75,0.0,Apocrine sweat disorders
1839,C40,0.0,Malignant neoplasm of bone and articular cartilage of limbs
1840,X01,0.0,"Exposure to uncontrolled fire, not in building or structure"
1841,X18,0.0,Contact with other hot metals
1842,T59,0.0,"Toxic effect of other gases, fumes and vapors"
1843,V97,0.0,Other specified air transport accidents
1844,W59,0.0,Contact with other nonvenomous reptiles
1845,W85,0.0,Exposure to electric transmission lines
1846,W93,0.0,Exposure to excessive cold of man-made origin
1847,V21,0.0,Motorcycle rider injured in collision with pedal cycle
1848,H42,0.0,Glaucoma in diseases classified elsewhere
1849,H17,0.0,Corneal scars and opacities
1850,Q77,0.0,Osteochondrodysplasia with defects of growth of tubular bones and spine
1851,S15,0.0,Injury of blood vessels at neck level
1852,R75,0.0,Laboratory evidence of human immunodeficiency virus [HIV]
1853,Z69,0.0,Encounter for mental health services for victim and perpetrator of abuse
1854,A65,0.0,Nonvenereal syphilis
1855,N77,0.0,Vulvovaginal ulceration and inflammation in diseases classified elsewhere
1856,A32,0.0,Listeriosis
1857,O94,0.0,"Sequelae of complication of pregnancy, childbirth, and the puerperium"
1858,G13,0.0,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere
1859,O73,0.0,"Retained placenta and membranes, without hemorrhage"
1860,G02,0.0,Meningitis in other infectious and parasitic diseases classified elsewhere
1861,B90,0.0,Sequelae of tuberculosis
1862,T60,0.0,Toxic effect of pesticides
1863,N46,0.0,Male infertility
1864,H44,0.0,Disorders of globe
1865,O85,0.0,Puerperal sepsis
1866,A90,0.0,Dengue fever [classical dengue]
1867,B82,0.0,Unspecified intestinal parasitism
1868,Q70,0.0,Syndactyly
1869,X73,0.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
1870,E42,0.0,Marasmic kwashiorkor
1871,C63,0.0,Malignant neoplasm of other and unspecified male genital organs
1872,C33,0.0,Malignant neoplasm of trachea
1873,V75,0.0,Bus occupant injured in collision with railway train or railway vehicle
1874,J63,0.0,Pneumoconiosis due to other inorganic dusts
1875,H31,0.0,Other disorders of choroid
1876,X72,0.0,Intentional self-harm by handgun discharge
1877,R85,0.0,Abnormal findings in specimens from digestive organs and abdominal cavity
1878,X39,0.0,Exposure to other forces of nature
1879,S77,0.0,Crushing injury of hip and thigh
1880,E25,0.0,Adrenogenital disorders
1881,T27,0.0,Burn and corrosion of respiratory tract
1882,X98,0.0,"Assault by steam, hot vapours and hot objects"
1883,P03,0.0,Newborn affected by other complications of labor and delivery
1884,B94,0.0,Sequelae of other and unspecified infectious and parasitic diseases
1885,A37,0.0,Whooping cough
1886,A80,0.0,Acute poliomyelitis
1887,B60,0.0,"Other protozoal diseases, not elsewhere classified"
1888,G32,0.0,Other degenerative disorders of nervous system in diseases classified elsewhere
1889,L67,0.0,Hair color and hair shaft abnormalities
1890,B46,0.0,Zygomycosis
1891,A06,0.0,Amebiasis
1892,A77,0.0,Spotted fever [tick-borne rickettsioses]
1893,S45,0.0,Injury of blood vessels at shoulder and upper arm level
1894,D40,0.0,Neoplasm of uncertain behavior of male genital organs
1895,L24,0.0,Irritant contact dermatitis
1896,W74,0.0,Unspecified cause of accidental drowning and submersion
1897,M63,0.0,Disorders of muscle in diseases classified elsewhere
1898,B83,0.0,Other helminthiases
1899,G01,0.0,Meningitis in bacterial diseases classified elsewhere
1900,A30,0.0,Leprosy [Hansen's disease]
1901,H22,0.0,Disorders of iris and ciliary body in diseases classified elsewhere
1902,P08,0.0,Disorders of newborn related to long gestation and high birth weight
1903,Y22,0.0,"Handgun discharge, undetermined intent"
1904,Y37,0.0,Military operations
1905,A43,0.0,Nocardiosis
1906,J37,0.0,Chronic laryngitis and laryngotracheitis
1907,D02,0.0,Carcinoma in situ of middle ear and respiratory system
