ICD10_3Digits,n_encounters_with_dx,score_abs,score_sq,DIAGNOSIS_DESCRIPTION
V73,107,2.245748,0.946091,"Bus occupant injured in collision with car, pick-up truck or van"
V82,108,2.244377,0.945959,Occupant of powered streetcar injured in transport accident
G05,102,2.233723,0.946356,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
Y38,160,2.233212,0.48555,Terrorism
Y03,101,2.22154,0.946286,Assault by crashing of motor vehicle
N06,168,2.155653,0.03091,Isolated proteinuria with specified morphological lesion
P15,166,2.129788,0.482438,Other birth injuries
B54,143,2.129683,0.485226,Unspecified malaria
J99,158,2.089442,0.482503,Respiratory disorders in diseases classified elsewhere
P72,84,2.069596,0.94479,Other transitory neonatal endocrine disorders
Y23,86,2.066853,0.944527,"Rifle, shotgun and larger firearm discharge, undetermined intent"
L64,193,2.045236,0.023999,Androgenic alopecia
V84,157,2.044825,0.481838,Occupant of special vehicle mainly used in agriculture injured in transport accident
A32,199,2.005917,0.02179,Listeriosis
H36,115,1.982831,0.486157,Retinal disorders in diseases classified elsewhere
L14,107,1.969698,0.487745,Bullous disorders in diseases classified elsewhere
I41,59,1.910532,0.944306,Myocarditis in diseases classified elsewhere
A30,55,1.897557,0.944276,Leprosy [Hansen's disease]
V24,58,1.850355,0.942901,Motorcycle rider injured in collision with heavy transport vehicle or bus
P95,135,1.84188,0.479632,Stillbirth
T61,123,1.830013,0.480623,Toxic effect of noxious substances eaten as seafood
V02,57,1.823405,0.942442,Pedestrian injured in collision with two- or three-wheeled motor vehicle
J63,121,1.79088,0.480094,Pneumoconiosis due to other inorganic dusts
S48,102,1.749506,0.482043,Traumatic amputation of shoulder and upper arm
R86,182,1.734148,0.017552,Abnormal findings in specimens from male genital organs
I32,123,1.727382,0.478644,Pericarditis in diseases classified elsewhere
V42,115,1.71947,0.479305,Car occupant injured in collision with two- or three-wheeled motor vehicle
V91,172,1.572977,0.015648,Other injury due to accident to watercraft
V04,98,1.533878,0.477026,Pedestrian injured in collision with heavy transport vehicle or bus
F78,171,1.489012,0.013493,Other intellectual disabilities
X73,86,1.432933,0.47624,"Intentional self-harm by rifle, shotgun and larger firearm discharge"
J65,84,1.430349,0.476311,Pneumoconiosis associated with tuberculosis
A55,73,1.41711,0.477171,Chlamydial lymphogranuloma (venereum)
B74,81,1.397914,0.476107,Filariasis
A23,121,1.377794,0.018119,Brucellosis
V67,82,1.376448,0.475394,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
A79,79,1.352241,0.475198,Other rickettsioses
V54,72,1.286316,0.474546,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
X96,72,1.267435,0.474152,Assault by explosive material
Y70,69,1.243227,0.473956,Anesthesiology devices associated with adverse incidents
B05,56,1.240036,0.475747,Measles
V22,142,1.230796,0.011018,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle
W92,62,1.215064,0.474091,Exposure to excessive heat of man-made origin
C39,110,1.20762,0.015196,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs
T53,54,1.203039,0.474747,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons
Q00,128,1.19335,0.011682,Anencephaly and similar malformations
I02,95,1.170858,0.017423,Rheumatic chorea
D19,126,1.163237,0.011514,Benign neoplasm of mesothelial tissue
V11,126,1.159124,0.011509,Pedal cycle rider injured in collision with other pedal cycle
P50,55,1.149138,0.473439,Newborn affected by intrauterine (fetal) blood loss
A85,55,1.149138,0.473439,"Other viral encephalitis, not elsewhere classified"
B78,110,1.145728,0.013205,Strongyloidiasis
L26,114,1.138237,0.012139,Exfoliative dermatitis
A21,93,1.123393,0.015101,Tularemia
P58,52,1.11549,0.473046,Neonatal jaundice due to other excessive hemolysis
H22,119,1.112079,0.01125,Disorders of iris and ciliary body in diseases classified elsewhere
A44,103,1.103331,0.013329,Bartonellosis
W56,111,1.097126,0.012026,Contact with nonvenomous marine animal
B06,121,1.047788,0.009449,Rubella [German measles]
S07,104,0.980808,0.009725,Crushing injury of head
V75,110,0.977487,0.009291,Bus occupant injured in collision with railway train or railway vehicle
S78,78,0.950808,0.013224,Traumatic amputation of hip and thigh
B55,82,0.916019,0.01183,Leishmaniasis
H32,94,0.915675,0.009815,Chorioretinal disorders in diseases classified elsewhere
B50,78,0.912105,0.013674,Plasmodium falciparum malaria
Q73,90,0.883819,0.00939,Reduction defects of unspecified limb
A66,93,0.84073,0.00802,Yaws
B57,65,0.822351,0.011539,Chagas' disease
Y78,94,0.805711,0.007105,Radiological devices associated with adverse incidents
J64,72,0.76278,0.008804,Unspecified pneumoconiosis
O29,88,0.747855,0.006518,Complications of anesthesia during pregnancy
A90,81,0.734459,0.007042,Dengue fever [classical dengue]
A82,63,0.674969,0.007993,Rabies
P11,69,0.647069,0.006457,Other birth injuries to central nervous system
B75,64,0.63995,0.007078,Trichinellosis
B77,61,0.625182,0.00708,Ascariasis
L54,70,0.602609,0.005346,Erythema in diseases classified elsewhere
Y72,73,0.598495,0.00495,Otorhinolaryngological devices associated with adverse incidents
V39,74,0.597124,0.004818,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
B42,59,0.594697,0.006397,Sporotrichosis
A27,61,0.591534,0.006297,Leptospirosis
B71,53,0.570069,0.006756,Other cestode infections
Q97,54,0.569118,0.00646,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified"
H67,59,0.561049,0.005614,Otitis media in diseases classified elsewhere
X79,63,0.560891,0.005279,Intentional self-harm by blunt object
V38,62,0.538055,0.004825,Occupant of three-wheeled motor vehicle injured in noncollision transport accident
V21,63,0.527243,0.004496,Motorcycle rider injured in collision with pedal cycle
H28,52,0.509891,0.00535,Cataract in diseases classified elsewhere
E00,50,0.469545,0.004634,Congenital iodine-deficiency syndrome
V64,51,0.420972,0.003518,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
